type,numNodessize,NumberOfWords,ID,Sentence,AccessControl,XiaoACP,ModelVerb,PassiveTo,AccessExpression,AbilityExpression,AccessControl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,14,881,The public health agent can select to see the detail of a specific report.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,public health agent;see;detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,28,882,"Upon reading the report, the public health agent can choose to send a ""fake email"" message to the adverse event reporter to gain more information about the report.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,public health agent;send;adverse event reporter,public health agent;send;fake email message,public health agent;read;report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,18,29,883,The public health agent may also choose to remove an adverse event report (such as based upon communication with the reporter or because the report appears to be bogus) .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,public health agent;remove;adverse event report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,4,10,884,"The adverse event report changes to a status of ""removed.""",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;change;adverse event report,;change;status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,30,885,A message of the removal is sent to the adverse event reporter and to the LHCP involved in the report (because the LHCP prescribed the drug or administered the immunization).,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;send;message,;send;adverse event reporter,;send;lhcp,lhcp;prescribe;drug,lhcp;administer;immunization,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,886,3.2.36.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,887,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,888,3.2.36.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,889,3.2.36.6 Reference Documents.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,6,13,890,US Department of Health and Human Services Consumer Adverse Event Reporting Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,3,9,891,3.2.37 UC37 Safe Drug Prescription Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,892,3.2.37.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,16,893,The iTrust user (HCP) or administrator has been authenticated in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,894,3.2.37.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,20,895,"While documenting an office visit, the HCP selects to prescribe a patient a drug by selecting its NDC and name .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;prescribe;patient,hcp;document;office visit,hcp;select;name,hcp;select;ndc,hcp;prescribe;drug,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,17,29,896,Upon notice of allergies possibly and possibly interactions the HCP must either choose to proceed with the prescription  or cancel the prescription and remain on the office visit page.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;proceed;prescription,hcp;cancel;prescription,hcp;choose;interaction,hcp;remain;office visit page,hcp;notice;interaction,hcp;notice;allergy,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,14,897,The administrator chooses to maintain the overriding reasons that an HCP can select from .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,administrator;maintain;reason,hcp;select;reason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,898,3.2.37.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,14,899,The drug desired to be prescribed is checked against the patient's drug allergies.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;check;drug,;check;drug allergy,;check;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,4,7,900,The HCP is notified of drug allergy.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;notify;drug allergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,18,901,The drug desired to be prescribed is checked for interactions between other drugs currently taken by the patient.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;check;drug,;check;interaction,;check;drug,;check;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,7,902,The HCP is notified of possible interactions.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;notify;interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,16,903,The HCP selects one or more reasons out the nine reasons listed here for the overriding.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,hcp;select;reason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,23,35,904,"The patient is sent a ""fake email"" that the HCP has prescribed a medication that he or she is allergic to or that has a known interaction with a drug he or she is taking.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,;send;patient,;send;fake email,hcp;prescribe;medication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,23,905,"The system shall enable the administrator to add a new entry for a reason , or modify the reason name in an existing entry .",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,administrator;add;entry,administrator;modify;reason name,administrator;modify;entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,26,906,Note that the administrator is not allowed through the system interface to delete an existing entry or modify the reason ID number in an existing entry.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,administrator;modify;reason id number;NEG-not,administrator;delete;entry;NEG-not,administrator;modify;entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,24,907,The system shall store (1) reason id number for the reason ; and (2) up to 80 alphanumeric characters giving the name of the reason.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,system;store;reason id number,system;store;name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,908,3.2.37.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,21,909,"When the HCP selects the ""Other"" reason, the HCP shall enter free-style text to provide the details for ""Other"" reasons.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,hcp;select;reason,hcp;enter;free-style text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,12,910,The administrator types an invalid ID and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,12,911,The administrator types an invalid name and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,912,3.2.37.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,913,3.2.37.6 Reference Documents.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,3,11,914,US Department of Health and Human Services Medication Gaps Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,4,9,915,3.2.38 UC38 Maintain Drug Interaction Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,916,3.2.38.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,14,917,The iTrust user (admin) has been authenticated in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,918,3.2.38.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,12,919,The administrator records  or deletes  a drug interaction between two prescription drugs.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,administrator;record;drug interaction,administrator;delete;drug interaction,administrator;record;prescription drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,920,3.2.38.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,12,921,The administer is presented with two lists of NDC codes or names.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,the;administer;be,the;administer;two,the;administer;ndc code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,16,922,The administrator chooses a drug from each list to record an interaction between the two drugs.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,administrator;choose;drug,administrator;choose;list,administrator;record;interaction,administrator;choose;drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,16,923,The two drugs and a textual description of the possible effects of the interaction are stored.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;store;drug,;store;textual description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,18,924,The administrator selects one drug and is presented with a listing of all drug interactions with that drug.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,administrator;select;drug,administrator;present;listing,administrator;present;drug interaction,administrator;present;drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,17,925,The administrator can select a particular pair of drugs and delete the interaction between the two drugs.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,administrator;delete;interaction,administrator;delete;drug,administrator;select;pair,administrator;select;drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,926,3.2.38.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,10,927,The administrator has chosen the same drug from both lists.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,administrator;choose;list,administrator;choose;drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,10,928,The system directs the user to make a different choice.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,929,3.2.38.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,930,3.2.38.6 Reference Documents.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,3,11,931,US Department of Health and Human Services Medication Gaps Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,3,9,932,3.2.40 UC40 View Schedule Calendar Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,933,3.2.40.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,15,934,An LHCP or patient is a registered user of the iTrust Medical Records system (UC2).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,13,935,The iTrust user has been authenticated in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,936,3.2.40.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,17,29,937,"An LHCP or patient can click the ""View Appointment Calendar"" link to view his or her appointments in the current month displayed on a calendar for the current month .",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;click;link,patient;click;link,lhcp;view;appointment,patient;view;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,25,44,938,"A patient can click ""View Full Calendar"" link to view his or her appointments in the current month together with his or her office visit dates, prescription dates, and lab procedure dates in the current month displayed on a calendar for the current month .",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;click view view;office visit date,patient;click display;current,patient;click display;calendar,patient;click view view;appointment,patient;click view view;month,patient;click display;lab procedure date,patient;click view view;prescription date,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,939,3.2.40.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,24,940,A user (an LHCP or patient) chooses to display his or her appointments in the current month on a calendar for the current month.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;display;appointment,lhcp;display;appointment,patient;display;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,14,941,His or her appointments in the current month shall be displayed on the calendar .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,15,942,The user can select an appointment from the calendar to read the appointment's details .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;select;appointment,user;read;detail,user;select;calendar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,23,40,943,"A user (a patient) chooses to display his or her appointments in the current month together with his or her office visit dates, prescription dates, and lab procedure dates of the current month on a calendar for the current month.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;choose display;appointment,user;choose display;office visit,user;choose display;prescription date,user;choose display;lab procedure date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,10,944,His or her appointments shall be displayed on the calendar .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,15,945,The user can select an appointment from the calendar to read the appointment's details .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;select;appointment,user;select;calendar,user;read;detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,26,946,"In the calendar, the date entry with an office visit shall display a label as the diagnoses (i.e., ICD-9CM codes) for the office visit.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;label,;display;date entry,;display;calendar,;display;diagnosis,;display;office visit,;display;office visit,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,16,947,The user can select an office visit from the calendar to read the visit's details .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;select read;detail,user;select;calendar,user;select;office visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,23,42,948,"In the calendar, the date entry with a prescription date (i.e., the date of the office visit the medication was prescribed on) shall display a label for the medications prescribed (i.e., NDC, see Data Format 6.6) in the prescription.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;label,;display;date entry,;display;medication,;display;calendar,;display;prescription date,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,15,949,The user can select a prescription from the calendar to read the prescription's details .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;select read;detail,user;select;calendar,user;select;prescription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,33,950,"In the calendar, the date entry with a laboratory procedure (i.e., the entry of the its last status update date) shall display a label as the LOINC code for the laboratory procedure.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;label,;display;date entry,;display;calendar,;display;loinc code,;display;laboratory procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,17,951,The user can select a laboratory procedure from the calendar to read the laboratory procedure's details .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,user;select read;detail,user;select;calendar,user;select;laboratory procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,21,952,"In the calendar, the date entry with an appointment shall display a label as the appointment type name for the appointment.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;label,;display;date entry,;display;calendar,;display;appointment type name,;display;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,22,34,953,The date entry including conflicting appointments is highlighted in bold (a conflicting appointment is one that has overlap in its appointment duration period with that of at least another appointment of the same user).,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;highlight;appointment,;highlight;date entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,40,78,954,"The user selects an appointment from the calendar to read its details by clicking the ""Read Details"" link beside or below the appointment type name displayed for the appointment, and then the details for the appointment shall be displayed in a new page, including the appointment type, the appointment date and start time, comment, and the name of either the patient (only for the user being an LHCP) or the LHCP (only for the user being a patient).",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,user;select;appointment,user;select;calendar,user;click;read details link,user;display;detail,user;display;appointment,user;display;appointment type,user;display;date,user;display;comment,user;display;name,user;display;patient,user;display;lhcp,user;read;detail,user;display;start time,,,,,,,,,,,,,,,,,,,
normal,68,106,955,"The user selects an office visit from the calendar to read its details by clicking the ""Read Details"" link beside or below the ICD-9CM code (i.e., diagnose) displayed for the visit, and then the details for the visit shall be displayed in a new page, including date of office visit, note text, diagnoses (i.e., ICD-9CM codes), medical procedures performed (i.e., CPT code) , lab procedures ordered (LOINC code, see Data Format 6.11), medications prescribed (i.e., NDC, see Data Format 6.6), immunizations given (i.e., CPT Code, see UC15, S1), and the name of the doctor who prescribed the medication.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,user;select;calendar,user;select;office visit,user;select read;detail,user;select;icd-9cm code,doctor;prescribe;medication,user;display;date,user;display;office visit,user;display;note text,user;display;diagnosis,user;display;medical procedure,user;display;lab procedure,user;display;medication,user;display;immunization,user;display;name,user;display;doctor,user;display;detail,user;display;visit,,,,,,,,,,,,,,,
normal,42,72,956,"The user selects a prescription from the calendar to read its details by clicking the ""Read Details"" link beside or below the medication displayed for the prescription, and then the details for the prescription shall be displayed in a new page, including the medications prescribed (i.e., NDC, see Data Format 6.6), date prescribed, start date, end date for each prescription, and the name of the doctor who prescribed the medication.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,doctor;prescribe;medication,user;display;prescription,user;display;calendar,user;display;detail,user;click;read details link,user;display;medication,user;display;prescribe date,user;display;start date,user;display;name,user;display;doctor,,,,,,,,,,,,,,,,,,,,,,
normal,33,62,957,"The user selects a laboratory procedure from the calendar to read its details by clicking the ""Read Details"" link beside or below the LOINC code displayed for the laboratory procedure, and then the details for the laboratory procedure shall be displayed in a new page, including laboratory procedure code, status, commentary, results, and office visit date when the laboratory procedure was ordered.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,user;display;laboratory procedure,user;display;calendar,user;read;detail,user;click;read details link,user;read;loinc code,user;display;detail,user;display;commentary,user;display;code,user;display;status,user;display;result,user;display;office visit date,,,,,,,,,,,,,,,,,,,,,
title,2,6,958,3.2.40.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,1,1,959,None.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,960,3.2.40.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,3,8,961,3.2.42 UC42 View Notifications Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,962,3.2.42.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,15,963,An LHCP or patient is a registered user of the iTrust Medical Records system (UC2).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,13,964,The iTrust user has been authenticated in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,965,3.2.42.2 Main Flow.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,5,8,966,An LHCP  views his or her iTrust homepage.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;itrust homepage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,49,83,967,"On the LHCP homepage, the LHCP views a notification center with a list of his or her upcoming appointments for the current date , number of physiologic data monitoring reports of his or her patients for the current date , number of weight or pedometer data monitoring reports of his or her patients for the current date , number of unread messages from his or her message inbox , number of new referrals (UC33), number of pending lab procedures (UC26), and number of pending appointment requests (UC22).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;notification center,lhcp;view;list,lhcp;view;number,lhcp;view;monitor,lhcp;view;patient,lhcp;view;date,lhcp;view;report,lhcp;view;unread message,lhcp;view;message inbox,lhcp;view;referral,lhcp;view;lab procedure,lhcp;view;pend request appointment,lhcp;view;weight,lhcp;view;pedometer,lhcp;view;physiologic datum,,,,,,,,,,,,,,,,,
normal,4,5,968,The event is logged (UC5).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,12,969,A patient or personal health representative  views his or her iTrust homepage.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;itrust homepage,personal health representative;view;itrust homepage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,4,10,970,"On the patient homepage, the Patient views a notification center.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;notification center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,24,40,971,"The notification center displays, 'You haven't entered remote monitoring information for today yet' if the patient is being monitored for telemedicine but the patient or personal health representative hasn't entered remote monitoring information for the current date yet.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;display;notification center,personal health representative;display;notification center,patient;enter;remote monitoring information,patient;enter;date,personal health representative;enter;remote monitoring information,personal health representative;enter;date,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,27,48,972,"The notification center also displays a list of the patient and patient representee upcoming appointments , the information of his or her designated HCP , and the number of unread messages from his or her message inbox , number of new referrals (UC33), and number of unviewed completed lab procedures (UC26).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,notification center;display;list,notification center;display;representee,notification center;display;patient,notification center;display;information,notification center;display;appointment,notification center;display;hcp,notification center;display;number,notification center;display;unread message,notification center;display;message inbox,notification center;display;number,notification center;display;referral,notification center;display;number,notification center;display;unviewed lab procedure,,,,,,,,,,,,,,,,,,,
title,2,6,973,3.2.42.3 Sub-flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,22,34,974,"An LHCP views a list of his or her upcoming appointments for the current date (sorted by time, soonest upcoming first), with each appointment displayed in the format 'HH:MM AM or PM - AppointmentType'.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;appointment,lhcp;view;list,lhcp;sort;time,lhcp;view;date,list;view;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,9,975,The LHCP clicks an appointment to view more details.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;click;appointment,lhcp;click view;detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,21,976,"The appointment details display the appointment type, appointment date and start time, duration, the name of the patient, and appointment comments .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;display;date,;display;appointment detail,;display;name,;display;start time,;display;appointment,;display;type,;display;duration,;display;appointment comment,;display;patient,,,,,,,,,,,,,,,,,,,,,,,
normal,39,64,977,"A user (a patient or personal health representative) can choose to view a list of his or her upcoming appointments for himself or herself, as well as appointments for the patients he or she represents (i.e., a list including appointments whose appointment date and start time is equal or later than the current date or time, sorted by time with soonest upcoming first).",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,user;view;list,user;view;appointment,user;view;appointment,user;view;patient,user;view;list,user;view;appointment,user;view;date,user;sort;time,patient;view;list,patient;view;appointment,patient;view;appointment,patient;view;patient,patient;view;list,patient;view;appointment,patient;view;date,patient;sort;time,personal health representative;view;list,personal health representative;view;appointment,personal health representative;view;appointment,personal health representative;view;patient,personal health representative;view;list,personal health representative;view;appointment,personal health representative;view;date,personal health representative;sort;time,,,,,,,,
normal,4,11,978,The appointments are listed in the format 'MM/DD/YYYY - AppointmentType'.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,13,979,The patient or personal health representative clicks an appointment to view more details.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;detail,patient;click;appointment,personal health representative;view;detail,personal health representative;click;appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,21,980,"The appointment details include the appointment type, appointment date and start time, duration, the name of the LHCP, and appointment comments .",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;include;start time,;include;appointment detail,;include;name,;include;date,;include;appointment,;include;type,;include;lhcp,;include;appointment comment,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,20,981,An LHCP views the number of submitted physiologic data monitoring reports of his or her patients for the current date.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;number,lhcp;view;physiologic datum,lhcp;view;patient,lhcp;view;report,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,21,982,The LHCP clicks this number to view the physiologic data monitoring details of his or her patients for the current date.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;patient,lhcp;view;physiologic datum,patient;view;lhcp,lhcp;click;number,lhcp;view;current date,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,22,983,The LHCP is presented with a listing of all his or her patients to view physiologic data reported during the current date.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,lhcp;present;listing,lhcp;present;patient,lhcp;view;physiologic datum,lhcp;view;current date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,25,984,"Each row in the list includes their blood pressure and glucose levels, recording timestamp, and whom reported the data (patient, UAP name, personal representative name).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;include;blood pressure,;include;glucose level,;include;timestamp,;include;patient,;include;uap name,;include;personal representative name,;include;row,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,22,985,An LHCP views the number of submitted weight or pedometer data monitoring reports of his or her patients for the current date.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;number,lhcp;view;weight,lhcp;view;pedometer datum,lhcp;view;patient,lhcp;view;current date,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,22,986,The LHCP clicks this number to view the weight or pedometer monitoring details of his or her patients for the current date.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;click;number,lhcp;view;patient,lhcp;view;weight,lhcp;view;pedometer monitoring detail,lhcp;view;she,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,24,987,The LHCP is presented with a listing of all his or her patients to view weight or pedometer data reported during the current date.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,lhcp;present;listing,lhcp;present;patient,lhcp;view;weight,lhcp;view;pedometer datum,lhcp;view;current date,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,15,26,988,"Each row in the list includes their weight and pedometer reading numbers levels, recording timestamp, and whom reported the data (patient, UAP name, personal representative name).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;include;personal representative name,;include;uap name,;include;weight,;include;pedometer reading number level,;include;timestamp,;include;patient,;include;row,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,20,989,"A user (a patient, patient representative, or LHCP) views the number of unread messages from his or her message inbox.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;view;number,user;view;unread message,user;view;message inbox,patient;view;number,patient;view;unread message,patient;view;message inbox,patient representative;view;number,patient representative;view;unread message,patient representative;view;message inbox,lhcp;view;number,lhcp;view;unread message,lhcp;view;message inbox,,,,,,,,,,,,,,,,,,,,
normal,9,12,990,The user clicks this number to view his or her message inbox.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;click;number,user;view;message inbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,16,991,The user is presented with a list of his or her messages in the message inbox.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;present;list,user;present;message,user;present;message inbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,16,992,"Each row in the list includes the message subject, the name of the sender, and timestamp.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;include;name,;include;message subject,;include;timestamp,;include;row,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,16,993,"By default, the messages in the list should be ordered by timestamp, the most recent first.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
