type,numNodessize,NumberOfWords,ID,Sentence,AccessControl,XiaoACP,ModelVerb,PassiveTo,AccessExpression,AbilityExpression,AccessControl,,,,,,,,,,,,,,
normal,24,46,427,"System displays the details for the appointment in a new page, including the appointment type, the appointment date and start time, comment, and the name of either the patient (only for the user being an LHCP) or the LHCP (only for the user being a patient).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;display;detail,;display;appointment,;display;appointment type,;display;date,;display;time,;display;comment,;display;name,,,,,,,,
normal,13,29,428,"The user selects an office visit from the calendar to read its details by clicking the ""Read Details"" link beside or below the ICD-9CM code (i.e., diagnose).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;select;office visit,user;select;calendar,user;select;icd-9cm code,,,,,,,,,,,,
normal,49,70,429,"System displays the details for the visit in a new page, including date of office visit, note text, diagnoses (i.e., ICD-9CM codes), medical procedures performed (i.e., CPT code) , lab procedures ordered (LOINC code, see Data Format 6.11), medications prescribed (i.e., NDC, see Data Format 5.6), immunizations given (i.e., CPT Code, see UC15, S1), and the name of the doctor who prescribed the medication.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;display;detail,system;display;date,system;display;office visit,system;display;note,system;display;diagnosis,system;display;procedure,system;display;procedure,system;display;medication,system;display;immunization,doctor;prescribe;medication,,,,,
normal,13,27,430,"The user selects a prescription from the calendar to read its details by clicking the ""Read Details"" link beside or below the medication displayed for the prescription.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;select;prescription,user;select;calendar,user;select;medication,user;select;prescription,,,,,,,,,,,
normal,8,15,431,"System displays the details for the prescription in a new page, including the medications prescribed.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;display;detail,system;display;medication,,,,,,,,,,,,,
normal,13,30,432,"The user selects a laboratory procedure from the calendar to read its details by clicking the ""Read Details"" link beside or below the LOINC code displayed for the laboratory procedure.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,user;select;laboratory procedure,user;select;calendar,user;select;laboratory procedure,,,,,,,,,,,,
normal,6,12,433,System displays the details for the laboratory procedure in a new page.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;display;detail,,,,,,,,,,,,,,
title,2,5,434,UC42 View Notifications Use Case,FALSE,,,,,,,,,,,,,,,,,,,,
normal,4,6,435,An LHCP views his iTrust homepage.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;itrust homepage,,,,,,,,,,,,,,
normal,32,57,436,"On the LHCP homepage, the LHCP views a notification center with a list of his upcoming appointments for the current date, number of physiologic data monitoring reports of his patients for the current date, number of weight or pedometer data monitoring reports of his patients for the current date, number of unread messages from his message inbox.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;lhcp homepage,lhcp;view;notification center,lhcp;view;list,lhcp;view;appointment,lhcp;view;date,lhcp;view;number,lhcp;view;physiologic datum,lhcp;view;patient,lhcp;view;weight,lhcp;view;patient,lhcp;view;date,lhcp;view;number,lhcp;view;unread message,lhcp;view;message inbox,lhcp;view;pedometer
normal,3,4,437,The event is logged.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;log;event,,,,,,,,,,,,,,
normal,5,10,438,A patient or personal health representative views his iTrust homepage.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;itrust homepage,personal health representative;view;itrust homepage,,,,,,,,,,,,,
normal,4,10,439,"On the patient homepage, the Patient views a notification center.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;notification center,,,,,,,,,,,,,,
normal,10,16,440,The notification center displays the message (You haven't entered remote monitoring information for today yet!),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,notification center;display;message,,,,,,,,,,,,,,
normal,17,31,441,"The notification center also displays a list of the patient and patient representee upcoming appointments, the information of his designated HCP, and the number of unread messages from his message inbox.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,notification center;display;list,notification center;display;information,notification center;display;number,notification center;display;message inbox,notification center;display;representee,notification center;display;patient,notification center;display;appointment,notification center;display;hcp,notification center;display;unread message,,,,,,
normal,19,26,442,"An LHCP views a list of his upcoming appointments for the current date, with each appointment displayed in the format ""HH:MM AM or PM - AppointmentType"".",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;list,lhcp;view;appointment,lhcp;view;date,,,,,,,,,,,,
normal,3,5,443,The LHCP views an appointment.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;appointment,,,,,,,,,,,,,,
normal,10,22,444,"The appointment details display the appointment type, appointment date and the start time, duration, the name of the patient, and appointment comments.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;display;appointment date,;display;time,;display;duration,;display;name,;display;appointment comment,;display;appointment type,,,,,,,,,
normal,14,27,445,"A patient or personal health representative can view a list of his upcoming appointments for himself or herself, as well as appointments for the patients he represents.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;view;list,personal health representative;view;list,patient;view;appointment,personal health representative;view;appointment,,,,,,,,,,,
normal,4,11,446,"The appointments are listed in the format ""MM/DD/YYYY - AppointmentType"".",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;list;appointment,,,,,,,,,,,,,,
normal,4,9,447,The patient or personal health representative views an appointment.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;appointment,personal health representative;view;appointment,,,,,,,,,,,,,
normal,9,25,448,"The appointment details include the appointment type, the appointment date, the appointment start time, the duration, the name of the LHCP, and the appointment comments.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;include;appointment type,;include;appointment date,;include;appointment start time,;include;duration,;include;name,;include;appointment comment,;include;lhcp,,,,,,,,
normal,11,18,449,An LHCP views the number of submitted physiologic data monitoring reports of his patients for the current date.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;number,lhcp;view;patient,,,,,,,,,,,,,
normal,9,15,450,The LHCP views the physiologic data monitoring details of his patients for the current date.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;physiologic datum,lhcp;view;patient,,,,,,,,,,,,,
normal,12,17,451,System presents a listing of all his patients to view physiologic data reported during the current date.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;listing,;view;physiologic datum,system;present;patient,,,,,,,,,,,,
normal,15,25,452,"Each row in the list includes their blood pressure and glucose levels, recording timestamp, and whom reported the data (patient, UAP name, personal representative name).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;include;blood pressure,;include;glucose level,;include;timestamp,whom;report;datum,;include;whom,,,,,,,,,,
normal,11,18,453,An LHCP views the number of submitted weight data monitoring reports of his patients for the current date.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;number,lhcp;view;patient,,,,,,,,,,,,,
normal,8,16,454,The LHCP views the weight or pedometer monitoring details of his patients for the current date.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;weight,lhcp;view;pedometer monitoring detail,lhcp;view;patient,,,,,,,,,,,,
normal,14,19,455,System presents a listing of all his patients to view weight or pedometer data reported during the current date.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;view;datum,system;present;listing,system;present;patient,,,,,,,,,,,,
normal,15,26,456,"Each row in the list includes their weight and pedometer reading numbers levels, recording timestamp, and whom reported the data (patient, UAP name, personal representative name).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;include;weight,;include;pedometer reading number level,;include;whom,;include;timestamp,whom;report;datum,,,,,,,,,,
normal,8,16,457,"A patient, patient representative, or LHCP views the number of unread messages from his message inbox.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;number,patient;view;message inbox,patient representative;view;number,patient representative;view;message inbox,lhcp;view;number,lhcp;view;message inbox,,,,,,,,,
normal,10,14,458,"A patient, patient representative, or LHCP clicks this number to view his message inbox.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;message inbox,patient representative;view;message inbox,lhcp;view;message inbox,,,,,,,,,,,,
normal,6,11,459,System presents a list of his messages in the message inbox.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;present;list,system;present;message inbox,system;present;message,,,,,,,,,,,,
normal,8,16,460,"Each row in the list includes the message subject, the name of the sender, and timestamp.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;include;message subject,;include;name,;include;timestamp,,,,,,,,,,,,
normal,10,16,461,"By default, the messages in the list should be ordered by timestamp, the most recent first.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;order;message,;order;timestamp,,,,,,,,,,,,,
normal,25,49,462,"The user selects a message from the list to read by clicking the ""Read"" link beside the row for the message, and then the message subject, the name of the sender, the name of the the recipient, timestamp, and the message text shall be displayed in a new page.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,user;select;message,user;display;name,user;display;subject,user;display;message,user;display;timestamp,user;display;recipient,user;select;list,,,,,,,,
normal,9,18,463,"A patient views basic information about his designated LHCPs, including the name, phone number, and contact email information.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;view;basic information,,,,,,,,,,,,,,
normal,9,20,464,"A personal health representative views basic information about his designated LHCPs, including the name, phone number, and contact email information.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,personal health representative;view;basic information,,,,,,,,,,,,,,
title,3,6,465,UC43 View Activity Feed Use Case,FALSE,,,,,,,,,,,,,,,,,,,,
normal,3,5,466,An activity feed is displayed.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;display;activity feed,,,,,,,,,,,,,,
normal,9,14,467,Only the most recent 20 activities are listed in the user page after login.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;list;activity,,,,,,,,,,,,,,
normal,6,8,468,"A link of ""Older Activities"" shall be displayed.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;link,,,,,,,,,,,,,,
normal,5,6,469,The patient can click this link.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;click;link,,,,,,,,,,,,,,
normal,12,19,470,The system shall append 20 more activities to the end of the currently listed activities on the same page.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,system;append;activity,,,,,,,,,,,,,,
normal,11,13,471,"Similarly a link of ""Older Activities"" shall be further displayed and so on.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,;display;link,,,,,,,,,,,,,,
